,probability,label_actual,label_predicted
0,0.6666666666666666,0,False
1,0.8666666666666667,0,False
2,0.8,0,False
3,0.9333333333333332,0,True
4,0.8,0,False
5,0.8333333333333334,0,False
6,0.5,0,False
7,0.6666666666666666,0,False
8,0.9,0,True
9,0.7,0,False
10,0.5333333333333333,0,False
11,0.9333333333333332,0,True
12,0.7666666666666667,0,False
13,0.7333333333333333,0,False
14,0.9666666666666668,0,True
15,0.8666666666666667,0,False
16,1.0,0,True
17,0.6333333333333333,0,False
18,0.4,0,False
19,0.6666666666666666,0,False
20,0.9333333333333332,0,True
21,0.9,0,True
22,0.9,0,True
23,0.7,0,False
24,0.7333333333333333,0,False
25,0.8666666666666667,0,False
26,0.8666666666666667,0,False
27,0.9,0,True
28,0.4666666666666667,0,False
29,0.7666666666666667,0,False
30,0.9666666666666668,0,True
31,0.6,0,False
32,0.9,0,True
33,0.5333333333333333,0,False
34,0.9,0,True
35,0.3333333333333333,0,False
36,0.1666666666666666,0,False
37,0.6666666666666666,0,False
38,0.8666666666666667,0,False
39,0.1666666666666666,0,False
40,0.9666666666666668,0,True
41,0.6,0,False
42,0.5666666666666667,0,False
43,0.1,0,False
44,0.8333333333333334,0,False
45,0.9333333333333332,0,True
46,0.9666666666666668,0,True
47,0.8,0,False
48,0.7666666666666667,0,False
49,0.9,0,True
50,0.6666666666666666,0,False
51,0.7333333333333333,0,False
52,1.0,0,True
53,0.7666666666666667,0,False
54,0.2666666666666666,0,False
55,0.3,0,False
56,0.8666666666666667,0,False
57,0.7,0,False
58,0.5666666666666667,0,False
59,0.8333333333333334,0,False
60,0.1666666666666666,0,False
61,0.9666666666666668,0,True
62,0.9666666666666668,0,True
63,0.0666666666666666,0,False
64,0.5666666666666667,0,False
65,0.2,0,False
66,0.8333333333333334,0,False
67,0.9333333333333332,0,True
68,0.7666666666666667,0,False
69,0.3666666666666666,0,False
70,0.5666666666666667,0,False
71,0.5,0,False
72,0.6333333333333333,0,False
73,0.7333333333333333,0,False
74,0.1666666666666666,0,False
75,0.2666666666666666,0,False
76,0.4,0,False
77,0.5666666666666667,0,False
78,0.0666666666666666,0,False
79,0.4333333333333333,0,False
80,0.6,0,False
81,0.5333333333333333,0,False
82,0.8333333333333334,0,False
83,0.7333333333333333,0,False
84,0.7333333333333333,0,False
85,0.3666666666666666,0,False
86,0.2666666666666666,0,False
87,0.9333333333333332,0,True
88,0.3,0,False
89,1.0,0,True
90,0.8,0,False
91,0.3666666666666666,0,False
92,0.4,0,False
93,0.3333333333333333,0,False
94,0.7333333333333333,0,False
95,0.7333333333333333,0,False
96,0.9,0,True
97,0.6333333333333333,0,False
98,0.7,0,False
99,0.6666666666666666,0,False
100,0.7,0,False
101,0.7333333333333333,0,False
102,0.2333333333333333,0,False
103,0.3,0,False
104,0.4666666666666667,0,False
105,0.8,0,False
106,0.9333333333333332,0,True
107,0.0666666666666666,0,False
108,0.3,0,False
109,0.7666666666666667,0,False
110,0.5666666666666667,0,False
111,0.1333333333333333,0,False
112,0.7333333333333333,0,False
113,0.7666666666666667,0,False
114,0.3,0,False
115,0.8,0,False
116,0.6333333333333333,0,False
117,0.8666666666666667,0,False
118,0.8666666666666667,0,False
119,0.7,0,False
120,0.9666666666666668,0,True
121,0.9666666666666668,0,True
122,0.9333333333333332,0,True
123,0.8333333333333334,0,False
124,0.8,0,False
125,0.2666666666666666,0,False
126,0.9333333333333332,0,True
127,0.6666666666666666,0,False
128,0.5666666666666667,0,False
129,0.9666666666666668,0,True
130,0.9333333333333332,0,True
131,0.7666666666666667,0,False
132,0.8,0,False
133,0.9666666666666668,0,True
134,0.9333333333333332,0,True
135,0.9,0,True
136,0.8666666666666667,0,False
137,0.8666666666666667,0,False
138,0.8333333333333334,0,False
139,0.8333333333333334,0,False
140,0.9666666666666668,0,True
141,0.9666666666666668,0,True
142,0.8666666666666667,0,False
143,0.9666666666666668,0,True
144,1.0,0,True
145,1.0,0,True
146,0.7,0,False
147,0.9666666666666668,0,True
148,0.9666666666666668,0,True
149,0.6333333333333333,0,False
150,0.3666666666666666,0,False
151,0.1,0,False
152,0.2666666666666666,0,False
153,0.7333333333333333,0,False
154,0.6,0,False
155,0.5,0,False
156,0.7,0,False
157,0.4,0,False
158,0.7,0,False
159,0.7,0,False
160,0.9666666666666668,0,True
161,0.3666666666666666,0,False
162,0.6333333333333333,0,False
163,0.8,0,False
164,0.6,0,False
165,0.8333333333333334,0,False
166,0.7,0,False
167,0.8666666666666667,0,False
168,0.7333333333333333,0,False
169,0.5,0,False
170,0.5666666666666667,0,False
171,0.9333333333333332,0,True
172,0.9666666666666668,0,True
173,0.9666666666666668,0,True
174,0.7666666666666667,0,False
175,0.2,0,False
176,0.3666666666666666,0,False
177,0.3,0,False
178,0.4333333333333333,0,False
179,0.3333333333333333,0,False
180,0.8,0,False
181,0.8666666666666667,0,False
182,0.9333333333333332,0,True
183,0.8666666666666667,0,False
184,0.4,0,False
185,0.1666666666666666,0,False
186,0.9333333333333332,0,True
187,0.1,0,False
188,0.5,0,False
189,0.7333333333333333,0,False
190,0.9333333333333332,0,True
191,0.7333333333333333,0,False
192,0.2333333333333333,0,False
193,0.9666666666666668,0,True
194,0.5666666666666667,0,False
195,0.8333333333333334,0,False
